SOR OMEGA test
Array size = 64 x 64
0.50, 5334, 5477, 6003, 7471, 6715, 6930, 6664, 4440, 5409, 4475
0.52, 3520, 5207, 5545, 6036, 6320, 2933, 5120, 5939, 6213, 6852
0.53, 6258, 2552, 3769, 5790, 2772, 5251, 5897, 4603, 5807, 5524
0.55, 6344, 6621, 6168, 5905, 5087, 5174, 3970, 6690, 4225, 5442
0.56, 6365, 3095, 5416, 5704, 5690, 4893, 6050, 4704, 5242, 6574
0.58, 5884, 2995, 4609, 5329, 5711, 3065, 5930, 3869, 5334, 2599
0.59, 4680, 4772, 4130, 2557, 4246, 4298, 4848, 5428, 5235, 4483
0.61, 4030, 4476, 5627, 4479, 4754, 4927, 3430, 3289, 4949, 4955
0.62, 4979, 3528, 2805, 4090, 5154, 4484, 5149, 5835, 5143, 5156
0.64, 5451, 4562, 4923, 4713, 5175, 5600, 2262, 4791, 3526, 5503
0.65, 5675, 5379, 4926, 4520, 3704, 3133, 5151, 4848, 4524, 3960
0.67, 4059, 3328, 3976, 4631, 4665, 3586, 3967, 3567, 3877, 3555
0.68, 4533, 4516, 3696, 3810, 3109, 4365, 2210, 4331, 4379, 4690
0.70, 4285, 4635, 3250, 4024, 4648, 4440, 3467, 3326, 4150, 4159
0.71, 3731, 4061, 4138, 4544, 2766, 4165, 3873, 3962, 3496, 4133
0.73, 3672, 3412, 1813, 4438, 2196, 1675, 3969, 4098, 4488, 4031
0.74, 2423, 4137, 3669, 3589, 3371, 3962, 3501, 1725, 4359, 3521
0.76, 2518, 3221, 3634, 1558, 3581, 2847, 2899, 3885, 2625, 2641
0.77, 2350, 3053, 3660, 3439, 3896, 3521, 2701, 3499, 3851, 3751
0.79, 3787, 3369, 1880, 3630, 4031, 3285, 3716, 4075, 2711, 3047
0.80, 3551, 3015, 3380, 3502, 3419, 3578, 3394, 3557, 2763, 3145
0.82, 3247, 2893, 2725, 2076, 3500, 1775, 1788, 2665, 3303, 2145
0.83, 2164, 2167, 3314, 3438, 3104, 3486, 1761, 3212, 2845, 2819
0.85, 1545, 1748, 2968, 2294, 3627, 2633, 3291, 3210, 2686, 3079
0.86, 3112, 3118, 2997, 2783, 3028, 2518, 2037, 2563, 3188, 2331
0.88, 1899, 3060, 2454, 2040, 3320, 3182, 1962, 2194, 2403, 2865
0.89, 2400, 2802, 2873, 2529, 1487, 1419, 2727, 2578, 2550, 2288
0.91, 2415, 2315, 2026, 2961, 1133, 2719, 2595, 2910, 1786, 2567
0.92, 2828, 2984, 1671, 2000, 2395, 1321, 2568, 2338, 1586, 2784
0.94, 1111, 2284, 2631, 2551, 2720, 2401, 2664, 2411, 2516, 2621
0.95, 2400, 2299, 2290, 2001, 2023, 2147, 2194, 1760, 2574, 2372
0.97, 2541, 2565, 2440, 2512, 2607, 2223, 1998, 1800, 1998, 2058
0.98, 2524, 2408, 2379, 2042, 1316, 2029, 2199, 2069, 2345, 2391
1.00, 2553, 1957, 1243, 2178, 2566, 1677, 1076, 1976, 2322, 2318
1.01, 2004, 2393, 2279, 1851, 2411, 2622, 2686, 1798, 2499, 2264
1.03, 2195, 1574, 2022, 2159, 1908, 2061, 1796, 2364, 1232, 2243
1.04, 1851, 1590, 2024, 1441, 1877, 2165, 2254, 1785, 2440, 1032
1.06, 2147, 1736, 1937, 1980, 2144, 1157, 1183, 2303, 2201, 1823
1.07, 2026, 1942, 1724, 2027, 2386, 1920, 2265, 1694, 1739, 1520
1.08, 2130, 2034, 1525, 1984, 1714, 1859, 2145, 2050, 1759, 1837
1.10, 1603, 1529, 1877, 897, 1689, 1834, 2114, 1658, 1500, 1496
1.11, 1751, 896, 1822, 1639, 2008, 1872, 2016, 1678, 1987, 2004
1.13, 1529, 1751, 1806, 1636, 1765, 1682, 1764, 1156, 1397, 1853
1.14, 1859, 668, 1177, 1590, 1999, 1433, 2053, 1733, 1061, 1805
1.16, 1516, 1136, 998, 1599, 1914, 1657, 1686, 1701, 1325, 1798
1.17, 1355, 1515, 1042, 1808, 950, 1567, 1753, 1672, 1250, 1528
1.19, 1085, 1810, 1285, 1400, 1466, 1283, 1570, 1682, 1327, 1077
1.20, 1476, 1361, 1629, 1545, 1211, 1370, 1302, 1586, 801, 1389
1.22, 1701, 758, 1187, 1054, 1649, 1572, 1302, 1504, 1614, 1309
1.23, 1616, 1634, 1265, 1209, 1583, 1575, 1675, 1471, 1127, 949
1.25, 1442, 1349, 1333, 1596, 942, 1113, 1353, 1560, 1367, 1273
1.26, 1753, 1616, 1257, 1356, 1454, 1528, 1396, 1492, 1441, 1356
1.28, 1141, 1004, 1172, 1136, 1387, 1467, 1060, 1523, 1307, 986
1.29, 1184, 1356, 1254, 1252, 1008, 893, 1298, 992, 1072, 723
1.31, 1023, 795, 1302, 1301, 1425, 1208, 1144, 1046, 1299, 1444
1.32, 933, 1373, 559, 1106, 1415, 822, 1322, 1208, 1027, 1220
1.34, 964, 1133, 1181, 1155, 1052, 1305, 738, 937, 1270, 1392
1.35, 1084, 623, 1091, 1051, 1276, 1175, 1317, 1139, 1039, 1155
1.37, 780, 936, 1054, 887, 1069, 1249, 887, 1069, 632, 844
1.38, 1048, 1054, 794, 965, 959, 1050, 1154, 1187, 1181, 1086
1.40, 1030, 878, 886, 723, 1204, 744, 939, 1065, 1067, 980
1.41, 954, 816, 1032, 873, 997, 1062, 966, 1123, 651, 962
1.43, 517, 483, 1077, 1110, 852, 581, 934, 850, 929, 988
1.44, 716, 640, 869, 1022, 854, 1032, 1008, 833, 962, 625
1.46, 674, 839, 899, 847, 822, 1082, 836, 1060, 871, 928
1.47, 938, 853, 396, 966, 879, 810, 762, 933, 969, 830
1.49, 556, 743, 870, 909, 915, 1001, 773, 719, 832, 888
1.50, 858, 650, 903, 785, 955, 872, 748, 671, 692, 772
1.52, 821, 706, 843, 944, 741, 723, 884, 737, 925, 578
1.53, 878, 853, 821, 512, 764, 710, 742, 749, 847, 879
1.55, 748, 758, 340, 767, 643, 856, 860, 422, 583, 717
1.56, 512, 807, 758, 784, 822, 520, 838, 558, 842, 692
1.58, 457, 530, 587, 771, 405, 712, 332, 649, 674, 519
1.59, 250, 710, 665, 621, 402, 601, 761, 628, 574, 380
1.61, 675, 666, 686, 699, 646, 696, 584, 712, 580, 670
1.62, 662, 658, 397, 574, 681, 630, 441, 695, 684, 684
1.64, 511, 569, 620, 555, 442, 441, 644, 589, 548, 558
1.65, 581, 542, 535, 501, 472, 405, 363, 555, 573, 548
1.67, 605, 337, 356, 518, 561, 640, 560, 351, 551, 488
1.68, 494, 428, 332, 522, 480, 509, 486, 581, 555, 567
